id,text,target,stance,sarcasm,sentiment,datetime
2668,MENTION MENTION MENTION شدخل خايفيين! انتوا الي خايفين من كورونا و تطعمتوا انا ماشوف ان احتاج تطعيم يحميني من فيروس يقدر جسمي و جهازي المناعي يقضي عليه بكل سهوله.,Covid Vaccine,Against,No,Neutral,2021-05-10 14:12:21+00:00
2669,  كل منظومة التحول الإلكترونى حاليا كفائتها منخفضه للغايه الماكينات إما أنها خارج الخدمه أو أنها خاليه من النقود والتعامل تليفونيا مع موظفي خدمة العملاء كارثه أخرى فقليل منهم الذي يفهم وظيفته وإذا تحتم عليك الذهاب للبنك فقد ضاعت ثلاثة ,Digital Transformation,Against,No,Negative,2020-07-26 07:40:20+00:00
2670, نررررفض تطعيم بناتنا ياوزارة الصحه.. كفايه اجبرتونا على لقاح كورونا وصدقناكم,Covid Vaccine,Against,No,Negative,2022-05-19 10:11:28+00:00
2671,٩٠٪ بنات معاهم شهايد جامعية و خبرات و لغات و آخر حاجه الوظايف يا كول سنتر أو سوق براتب أقل و جهد وقت أكثر و ذا تسمونه تمكين المرأة بسوق العمل !! ,Women empowerment,Favor,No,Negative,2021-03-02 16:32:22+00:00
2672, والقادم أجمل باذن الله...عمل دؤوب متواصل نهارا وليلا من فريق عمل ذو كوادر عمانيه أثبتت جدارتها ...وبتوجيهات ومتابعة حثيثة من قبل الإدارة العامة للتخطيط والإدارة العامة للمحاكم لإنجاز مشروع التحول الإلكتروني في وقت قياسي.....بوركت جهودكم ووفقكم ا,Digital Transformation,Favor,No,Positive,2020-02-12 17:48:45+00:00
2673,MENTION تطعيم كورونا اختياري ✅  #لا_للتطعيم_الاجباري #نرفض_التطعيم_الاجباري #نرفض_اللقاح_الإجباري #كفي_عبثا_بعزل_الكويت_عن_العالم URL,Covid Vaccine,Against,No,Neutral,2021-07-16 01:56:30+00:00
2674,MENTION طعموا التطعيم إن ماسرك ماضرك وإن كان مفيد  بالنسبة لي كل سنة آاو سنتين آخذ تطعيم الإنفلونزا العادية ولاصادني ركام ماجات حرارة ولا وأعراض إلا شي بسيط يوم ويروح نفس الشي مع كورونا وماعندي مشاكل أطعم كل سنة,Covid Vaccine,Favor,No,Neutral,2021-09-29 12:04:26+00:00
2675,فريدة الشوباشي : تمكين المرأة بالمناصب القضائية حقق أملنا بالمساواة  ,Women empowerment,Favor,No,Positive,2021-10-03 08:53:40+00:00
2676,MENTION MENTION لماذا لا نقول لن يصيبنا إلا ما كتب الله لنا ونتكول على الله بدون اخذ اللقاح  على كل حال انا لم اخضع لفحص كورونا واحد ولم اخذ اللقاح ودفعت مبلغ مالي للحصول على شهادة تطعيم فايزر جرعتين وتوكلت على الله,Covid Vaccine,Against,No,Neutral,2021-11-24 17:08:14+00:00
2677,بورصة الكويت و مبادرة تمكين المرأة ,Women empowerment,Favor,No,Neutral,2021-03-10 13:21:20+00:00
2678,MENTION MENTION MENTION العكس صحيح .. لم نسمع الا ما ندر من اخذ جرعتي تطعيم قد تدهورت صحته بسبب كورونا .. وأنا اعرف منهم كثر وكبار السن ايضاً .. لولا رعاية الله وجرعتي التطعيم لكنا قد افتقدناهم .,Covid Vaccine,Favor,No,Positive,2021-06-17 05:37:34+00:00
2679,(٤) تمكين المرأة شعاراً أساس للرؤية ارتبط عملها ارتباطاً وثيقاً بما تحرص المملكة على توفيره لمواطنيها من فرص للتنمية  وزيادة رفاهبة المواطن وتأمبن سبل الحياة السعيدة لهم فنالت المرأة السعودية مكانتها في كافة المجالات العلمية والثقافية والعملية والاقتصادية ..,Women empowerment,Favor,No,Positive,2021-03-08 05:21:39+00:00
2680,راما عشان الاغنية ماخلصت خلتنا ناخد لفة تاني وربي اشكر ام تمكين المرأة 😭,Women empowerment,Favor,No,Positive,2021-01-01 20:26:30+00:00
2681, جميل ولكن في دول مثل الصين لازال عندهم كورونا  كيف يسمح لهم بالقدوم من غير فحص او تطعيم؟,Covid Vaccine,None,No,Neutral,2022-05-16 03:43:11+00:00
2682,فتاة سعودية تشتغل نادلة في مطعم ! هل هذا تمكين المرأة ام تشويه صورتها وتحقيرها؟ وش رايكم ؟؟  #التواصل_الاجتماعي #واتساب #السناب  #انستقرام #الرياض ,Women empowerment,Against,No,Neutral,2021-10-05 00:27:47+00:00
2683,   كلنا مع تمكين المرأة وتوجهات حكومتنا الرشيدة لذلك بقوة من خلال السير الحثيث لتحقيق رؤيا ٢٠٣٠ والتي نوقن بإذن الله انها ستنقلنا لمصاف الدول العظمى حيث بدأت تتمحور رؤية العالم لنا بأننا اصبحنا من دول العالم الاول,Women empowerment,Favor,No,Positive,2021-02-04 21:25:54+00:00
2684,لا حولا ولا قوة إلا بالله.  إنا لله وإنا إليه راجعون. وقفوا تمكين المرأه أرجوكم 💀 ,Women empowerment,Against,No,Negative,2021-01-15 20:36:35+00:00
2685, السؤال لماذا ؟ كورونا مرت على ولدي عمره 9 سنين بردا وسلاما ليوم واحد لماذا الإصرار على تطعيم جيل صغير مقبل على الحياة ؟؟؟؟,Covid Vaccine,Against,No,Neutral,2021-03-25 16:51:20+00:00
2686,جاهل  المجتمع بدون المرأة وبدون تمكين المرأة مايسوى فلس URL,Women empowerment,Favor,No,Positive,2022-02-23 17:15:12+00:00
2687,الخدمة متاحة في الفروع (إربد  غرب إربد  الحصن  بني كنانه  الرمثا  المفرق  الصالحية  الزرقاء  الرصيفة  الرصيفة-الجبل الشمالي  حي معصوم  الهاشمية  العقبة  ماركا) #المحافظ_الإلكترونية #التحول_الإلكتروني #الدفع_الإلكتروني  #خدمات_مالية #خدمات_إلكترونية #FinTech #Microfinanace,Digital Transformation,None,No,Neutral,2020-06-22 07:09:02+00:00
2688,    لاشك أن دولة الإمارات نموذج إداري ناجح وملهم على مستوى المنطقة  لكن كثر الحديث في بلداننا الفترة الأخيرة عن تمكين المرأة وأتمنى أن يكون التمكين للأجدر وليس للمرأة لمجرد إنها مرأة,Women empowerment,None,No,Positive,2021-10-03 06:46:38+00:00
2689, صدقني دام فيه لقاح موجود حاليا مافيه حضر حتى لو كثر الكلام فيه المجتمع اصبح اكثر وعيا بهذا المرض صح فيه ناس مخالفه لاكن الاغلبيه فهمت كل شي والحمد لله كثير اقاربنا والبعيدين اصيبو بهذا المرض والحمد لله امورهم تمام الجرعه الثانيه اجلوها لكي يتم ت,Covid Vaccine,Favor,No,Positive,2021-04-20 13:59:50+00:00
2690, تمكين المراه بانها تصير خدامه لمديرها وللناس وتترك عائلتها,Women empowerment,Against,No,Negative,2022-04-20 09:17:40+00:00
2691,التحول الالكتروني تحول عجيب يوم من الايام سوف يصبح العالم عالم الكترونياً  معطل جسدياً وفعال الكترونياً كل شي وله تبعياته في نظري سوف تنتشر الامراض المتعلقه بالبقاء في مكان واحد فتره طويله الحياه متغيره !! #فهد_الماضي,Digital Transformation,None,Yes,Neutral,2021-11-09 04:31:32+00:00
2692,MENTION اقسم بالله مسخره.. الاحصائيات تقول الاطفال وفاتهم من كورونا مستحيله.. صفر.. وهذولي مسوين تطعيم لهم من كورونا وباجر حكومتنا تقول مايصير الروضه يجي الا بي سي ار هههه,Covid Vaccine,Against,Yes,Neutral,2021-10-30 16:59:03+00:00
2693,🇴🇲 تبدأ سلطنة #عُمان مطلع العام المقبل بإذن الله تطبيق قرار إلزامية الدفع الإلكتروني لجميع الأنشطة التجارية في خطوة مهمة نحو التحول الرقمي الشامل..   URL,Digital Transformation,Favor,No,Neutral,2021-11-29 16:44:52+00:00
2694, تمكين المرأة سوف يكون ترياق شافي لكثير من الأسقام الإجتماعية,Women empowerment,Favor,No,Positive,2021-02-27 09:42:57+00:00
2695, مع مرور الأيام بدأنا نكتشف أن كورونا عبارة عن مشروع تجاري للدول الكبرى.. يوم حبوب و يوم تطعيم و الله أعلم الأيام القادمة تحاميل ..,Covid Vaccine,Against,No,Negative,2021-12-01 06:17:10+00:00
2696,هو صح التحول الرقمي قد يقطع أرزاق بعض الموظفين   ولكن يفك أزمة والله  جالس الآن انتظر رقمي في صالة انتظار واحس بدل هذي الأوضاع البيروقراطية كان بالإمكان حجز موعد إلكترونيًا والدخول مباشرةً  بدل تلكع الموظفين ووجود موظف واحد بين أربع مكاتب استقبال فارغة.,Digital Transformation,Favor,No,Positive,2020-12-27 11:32:29+00:00
2697,هيفعلوه ان شاء الله بس معلش هتلاقي طروق بيعمل واحد مع سيادة وزيرة الاستثمار دودو الي هما كانوا سايبين شغلهم و قاعدين يعملوا وحايد فالدرا لحد ما ربنا كرمهم و اتجوزوا رسمي و قعدها فالبيت تعمل محشي و عملوا قرشين حلوين و طبعا انا بحب احي طروق على اختياره للمرأة و احب احي تمكين المرأة URL,Women empowerment,Favor,Yes,Neutral,2022-04-06 21:38:23+00:00
2698,"""ارتفاع حالات فيروس كورونا في جزر سيشيل رغم تطعيم 85% من السكان"" وبعدين؟؟؟؟😡",Covid Vaccine,Against,No,Negative,2021-05-06 17:43:12+00:00
2699, المناعه المجتمعيه صارت اكثر من ٦٠٪ صار فيهم كورونا   وبعدين كورونا مرض عادي صار فينا وطبنا  كل بيتنا وهلنا وقرايبنا وجميعهم تعافوا والامر بسيط جدا بدون تطعيم ولا احد فيهم تطعم   والان صار عندهم مناعه طبيعيه من الخالق سبحانه   خلاص ما نحتاج تطعي,Covid Vaccine,Against,No,Neutral,2021-04-02 18:44:56+00:00
2700,ذكرت مجلة الكويت التي تصدرها وزارة الإعلام أنها دخلت حيز التحول الرقمي منذ عدد نوفمبر الماضي بإطلاق الموقع الإلكتروني والذي يتيح للقراء من داخل الكويت وخارجها التصفح الإلكتروني مع توفر خاصية الاشتراك الدوري في المجلة   URL,Digital Transformation,Favor,No,Positive,2021-12-01 09:01:38+00:00
2701, وبرأيك كيف الخلاص من هذا (التخلف) إن جاز التعبير ؟! الدولة اعزها الله توجهها تمكين المرأة وجعلها كائن بشري له كامل التصرف بالحقوق التي كفلها الشرع والقوانين الإنسانية ..!,Women empowerment,Favor,No,Negative,2020-10-26 04:41:59+00:00
2702,كورونا فيروس قاتل 👾 🤲ورغم بعض التخبطات بالبداية إلا أننا أنتصرنا عليه والحمدلله 👨🏻‍🔬 ووزارة الصحة حددت إما تطعيم حتى لو كان واحد وإلا مسحات أسبوعية 🤷🏻‍♂️ صحيح في معاناة وزحمة ولكن صحة ابناءنا والمجتمع ككل أهم ‼️  فـلا تـستمعوا للـشائعات والاقاويل,Covid Vaccine,Favor,No,Positive,2021-10-03 07:50:45+00:00
2703,في #مصر... نحو 3.3 مليار$ تمويلات موجهه لدعم تكافؤ الفرص و #تمكين_المرأة #اليوم_العالمي_للمرأة #internationalwomensday   ,Women empowerment,Favor,No,Positive,2021-03-08 10:00:01+00:00
2704,المرأة السعودية حققت نجاحات مبهرة في عدة مناصب سابقًا تم السماح للعنصر النسائي بمزاولتها. أنا متأكد تماما لن يكون القضاء عائق أمامها، والقادم أعظم طالما نحن في عصر تمكين المرأة.    #المراه_السعوديه_قاضيه ,Women empowerment,Favor,No,Positive,2021-01-16 06:51:44+00:00
2705,اكذوبة #تمكين_المرأة  ماهي الا فخ لِإبعاد الناس عن دينهم ليسهل ابتلاعهم.,Women empowerment,Against,No,Negative,2021-01-29 14:38:00+00:00
2706,بحضور رئيس مجلس إدارة جمعية خير لتحفيظ القرآن بالأحساء أ.د عبدالله بن عبدالرحمن السلطان والجهاز التنفيذي بالجمعية  تم تقديم عرض تعريفي عن #نظام_رافد_الألكتروني لإدارة الجمعيات الأهلية وأهمية #التحول_الرقمي في القطاع غير الربحي تماشيا مع     URL,Digital Transformation,Favor,No,Neutral,2020-03-12 21:50:37+00:00
2707,الحمدلله  اخذت الجرعة الاولى. لم ارى في زياراتي لمعارض او ندوات تنظيم يضاهي ما رايته اليوم. شكرا للقيادة وابطالنا من الجيل القادم الي يرفع الراس.  #تطعيم_كورونا #وزارة_الصحة ,Covid Vaccine,Favor,No,Positive,2021-03-01 08:27:05+00:00
2708,مؤمنة بأن الدولة ستشهد تغيير كبير في جميع المجالات  خاصة في التحول لحكومة إلكترونية ١٠٠٪ بالجيل الجديد المتمكن في هذا المجال  سنشهد انتقال أسرع للعالم الإفتراضي والتحول الإلكتروني الذي لاحظنا فعلاً أهميته خلال أزمة #كورونا وفشل الكثير من المؤسسات فيه.!,Digital Transformation,Favor,No,Positive,2020-06-03 19:57:02+00:00
2709,بشعار تمكين المرأة والتحفيز على الإستقلال جعلوا المرأة.. -صبابة قهوة لمتذوقي اللحم الرحْيص -كاشيرة+مزهرية جاذبة للزبائن -تغسّل سياراتك عند باب بيتك -واليوم يوجّهن لرعي الغنم!  ولازال النساء بكل عْباء يسعين للإستقلال عن عزّ الرجل القوّام!  ولهم وجه يستنقصون من العزيزات في بيوتهن! URL,Women empowerment,Against,No,Negative,2022-05-08 13:39:25+00:00
2710,   تمكين المرأه من الوظايف وجعلها تستحوذ على قدر كبير من المال هو يسير لصالح رؤوس الاموال والدول المصدره فبعد دراسات طويله اكتشفوا ان المرأه المستهلك رقم واحد في كل بلد فإذا ارادت الدول الصناعيه ترويج بضاعتها عليها بدعم ,Women empowerment,Against,No,Positive,2021-02-21 08:41:13+00:00
2711, للأسف موضوع التحول الإلكتروني إن لم يجد اهتمام شخصي من مجلس الوزراء والضغط على الجهات الحكومية لتتحول بشكل صحيح ويتم محاسبة المقصرين ما راح يكون هناك تحول حقيقي,Digital Transformation,None,No,Neutral,2021-03-01 11:46:17+00:00
2712,  اشباه الرجال حالهم ما يسر منضغطين من بعد تمكين المرأة,Women empowerment,Favor,Yes,Negative,2021-04-20 21:47:38+00:00
2713, والله انا لانجهل ذلك لكن اليوم اصبح حكم القوى على الضعيف هوه المسيطر.عندما تذهب وتريد دفع كاش ويقال لك لااقبل الا الكتروني .وعندما الدوله تلزم المتاجر وغيرها بوجود الدفع الالكتروني فأن التحول سيكون اجباريا .,Digital Transformation,Against,No,Negative,2022-02-06 12:36:31+00:00
2714, الله يعطيكم العافيه يا معالي الوزير   جهودكم للنهوض بالقطاع التقني الحكومي والخاص لقيادة التحول الرقمي في جميع القطاعات بالمملكة مشهودة فجزاك الله الف خير سائلاً الله لكم التوفيق والسداد.,Digital Transformation,Favor,No,Positive,2020-03-27 19:32:31+00:00
2715, حان الوقت للتحول للرقمي والالكتروني بشكل كامل. ماكان رفاهية بالامس اصبح ضرورة اليوم. نحن مصدرين للخبرات في التحول الرقمي ولكننا للاسف في الاردن مقصرين في هذا المجال. لنا خطوات متواضعه ولكن مقاومة التغيير وقلة وعي عند الناس عرقلت التحول الكامل.,Digital Transformation,Favor,No,Positive,2020-03-23 13:17:51+00:00
2716, التحول التقني ساعد كثير من الدول في حل كثير من المشاكل في مجال تقديم الخدمة للمواطن مما يجعله يشعر بالرضا ويدفعه للمشاركة في مجالات التنمية المتعددة فلماذا لا تتبني مصر هذة الفكرة ؟,Digital Transformation,Against,No,Negative,2018-07-21 18:43:32+00:00
2717,بمناسبة يوم المرأة العالمي..نتمنى تمكين المرأة أكثر في تولي مناصب قيادية في الدولة، وستتفاجئون بمكاسب وانجازات وطنية غير مسبوقة. #الكويت,Women empowerment,Favor,No,Positive,2021-03-08 15:35:45+00:00
2718,لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك. #اللقاح_طريقنا_للتعافي ♥️. URL,Covid Vaccine,Favor,No,Positive,2021-04-25 00:14:26+00:00
2719,MENTION اول شي مافي مقارنه بين الاثنين  الشي الثاني في تطعيمات اجبارية من زمان ومنها تطعيمات ما قبل المدرسة   وبخصوص تطعيم كورونا انت ضررك مو بس على نفسك,Covid Vaccine,Favor,No,Neutral,2021-05-08 10:12:34+00:00
2720,بعد فضل الله سبحانه وتعالى وجهود خادم الحرمين الشريفين وولي عهده الأمير محمد بن سلمان صرنا نشوف تمكين المرأة بابهى صوره 💚 لا توجد كلمات تصف مدى فخري و اعتزازي.💚🇸🇦 ,Women empowerment,Favor,No,Positive,2021-04-23 13:29:23+00:00
2721, وزارة البلديات سابقا تجدد الترخيص بنصف ساعة   الان ثلاثة أشهر وشهرين  وايضا الخدمات بكل الوزارات نفس المشكله   المشكله ليس بالموظفين   التحول الإلكتروني أمرض تجارتنا مرض شديد,Digital Transformation,Against,No,Neutral,2021-01-25 09:46:06+00:00
2722,خطوه عظيمه من خطوات التحول الالكتروني .. ✅ URL,Digital Transformation,Favor,No,Negative,2021-08-17 10:07:54+00:00
2723,في الفترة القادمة ستسعى الكثير من المؤسسات التعليمية على تطوير أغلب برامج الدراسات العليا وبعض من برامج البكالوريوس لتواكب التحول نحو #التعلم_الإلكتروني و #التعليم_عن_بعد ويعجل من ذلك برأيي #نظام_الجامعات_الجديد والذي يركز بشكل كبير على الاستقلالية المالية والإدارية.,Digital Transformation,Favor,No,Positive,2020-11-20 10:42:42+00:00
2724,   ويش فائدة التعداد السكاني الإلكتروني؟ ليش ما يتم الاستعانه به؟  َوين بيانات وزارة الإسكان؟  وين التحول الرقمي؟,Digital Transformation,Favor,No,Negative,2021-10-09 18:07:31+00:00
2725, والشباب عادي عطاله اهم شي تمكين المرأة,Women empowerment,Against,No,Negative,2021-03-08 11:10:15+00:00
2726,التحول الالكتروني والتكنولوجيا 📈📈👌,Digital Transformation,None,No,Neutral,2021-12-14 08:48:27+00:00
2727,ندوة مجانية  أفضل الممارسات والبرامج في التسويق الإلكتروني   ويبينار التحول التقني URL,Digital Transformation,None,No,Neutral,2022-05-09 14:52:31+00:00
2728, موضوع النقاش فيه محسوم  أنتم لا زلتم تزيفون الحقائق وتنشرون الأكاذيب الا المرأة في السعودية تعيش اعظم سنواتها منذ ان اصبح محمد بن سلمان ولي للعهد  أتاح لها كامل حقوقها وأزال عنها كافة العقبات ومكنها خير تمكين,Women empowerment,Favor,No,Positive,2021-05-29 18:29:15+00:00
2729,يا تطعم او عنايه مركزه....  اختياركم   #تطعيم_كورونا,Covid Vaccine,Favor,No,Neutral,2021-03-06 21:38:29+00:00
2730, التربية والتعليم لها سنوات والتخبط في القرارات. بسبب الكرونا وغياب اولادنا عن المدارس راحت الوزارة في حيص بيص. التعليم الإلكتروني او عن بعد عملت عليه دول لسنوات لبناء القاعدة الإلكترونية تجهيز المدارس والمعلمون والطالبة لاستخدامه  و ربعنا يبون ,Digital Transformation,Favor,No,Negative,2020-03-25 22:01:55+00:00
2731,#يحدث_الان معسكر الحياة لتطوير المشاريع الصغيرة بالشراكة مع شركة تمر   والذي يقدم اليوم مهارات خدمة العملاء مع أ. إيهاب شطا  ذلك للمساهمة في تمكين المرأة من خلال البدء في تحسين و تطوير مشاريعهن. URL,Women empowerment,None,No,Positive,2022-05-16 09:39:55+00:00
2732,كورونا كانت حتبقي اسهل من تطعيم كرونا #AstraZeneca,Covid Vaccine,Against,No,Negative,2021-09-29 14:14:26+00:00
2733,متابعينى اللى ماخذين تطعيم لقاح كورونا بلوك,Covid Vaccine,Favor,No,Neutral,2021-04-18 23:40:39+00:00
2734, بالفعل معظم المؤسسات التي تبنت خطط طموحه للتحول الإلكتروني والذكي والذي يمكنك من إنجاز أعمال كثيرة عن بعد  أدركت مدى أهمية التحول الرقمي في هذه المرحلة. وأختبرت خططها التي تبنتها وكانت قادرة على أختبار وتحديث هذا التحول .,Digital Transformation,Favor,No,Positive,2020-05-26 09:54:13+00:00
2735,كيف يمكن تحقيق مثل هذه المبادرة؟ تم وضع خطط مختلفة لبناء اقتصاد رقمي وحكومة رقمية ومجتمع رقمي بحيث تقوم كل جهة حكومية او خاصة بتسريع التحول الرقمي مع تجهيز البنية التحتية لذلك و إشراك السكان  في مثل هذه المبادرة.مع مراعاة الجوانب الثقافية وخصوصية المتجمع السنغافوري.,Digital Transformation,Favor,No,Neutral,2022-05-16 08:46:45+00:00
2736,في #عسير مثلا أغلب الجهات الحكومية قطعت شوط كبير في #التحول_الالكتروني عدا أعلى الهرم الإداري بالمنطقة  للأسف سيقع في حرج كبير إذا أراد تفعيل #الخدمات_الالكترونية لمراجعيه. ولعل أصحاب القرار هناك انشغلوا بأمور أخرى غير تحقيق #رؤية_2030 #تركي_بن_طلال #إمارة_عسير,Digital Transformation,Favor,No,Negative,2020-03-12 16:04:32+00:00
2737,أصبحت #الساعات_الذكية واقعا مألوفا اليوم وجزء من #التحول_التقني الذكي في حياتنا اليومية URL,Digital Transformation,Favor,No,Positive,2019-10-24 22:00:18+00:00
2738,تُحدّثنا مشاعل حسن النعيمي، رئيس تنمية المجتمع في مؤسسة قطر، عن تمكين المرأة وإسناد الأدوار القيادية لها، وأهمية الابتكار لتحقيق تكافؤ الفرص. #اليوم_الدولي_للمرأة #جيل_المساواة   ,Women empowerment,Favor,No,Neutral,2021-03-08 13:05:37+00:00
2739,MENTION MENTION MENTION انا عمي جاته كورونا وكانت خفيفه جدا جدا وبعدها بثلاثة شهور عياله اجبروه لاخذ اللقاح ومر اسبوع على الاول تطعيم ومات بجلطه امامهم في ناس نعرفهم اخذوا التطعيمين وجتهم كورونا قضت عليهم ومات   يعني التطعيم يضر اكثر من فائدته الان كل الناس الذي تموت بعد اخذ التطعيم ما اقتنعتي انه قاتل,Covid Vaccine,Against,No,Negative,2021-05-25 09:48:19+00:00
2740,لجين عبدالله الهذلول عضوا   اعطيت الثقه والحرية الكامله في عصر تمكين المراة وللاسف قامت الموقوفه بالتخابر ضد وطنها ومساس امنه الوطني #FreeLoujaiلجين_الهذلول ,Women empowerment,Against,No,Negative,2021-01-01 12:26:04+00:00
2741,الولد ضد تمكين المرأة 😅 ,Women empowerment,Against,Yes,Negative,2021-02-20 20:56:36+00:00
2742,ملامح التحول الإلكتروني وهذا بداية الغيث ليس إلا 🤌🏻🇪🇬 URL,Digital Transformation,Favor,No,Neutral,2021-12-10 20:16:38+00:00
2743,نعم للتحول الرقمي نحن في ألفية جديدة يكفي من طوابير الانتظار وتأخر المواعيد  معالي الدكتور وزير الإسكان من أولوياته هذا التحول وعسى أن يرى النور في القريب العاجل وفقه الله . URL,Digital Transformation,Favor,No,Positive,2021-06-03 05:22:34+00:00
2744, ماراح يقضي على السرقه هذي الا التحول الإلكتروني بسداد الضرائب والترخيص بكذا راح نظمن ايرادها,Digital Transformation,Favor,No,Neutral,2022-04-11 16:13:20+00:00
2745,    تلقيت الجرعه الاولى من تطعيم اكسفورد لفيروس كوفيد-١٩بصالة ارض المعارض .. شكراااا من اعماق القلب لكل العاملين بمركز التطعيم على جهدهم المتميز ..على ابتسامتهم ورحابة صدرهم ..على سرعتهم ودقة عملهم ♥️ اللهم ارفع عنا هذا ,Covid Vaccine,Favor,No,Positive,2021-02-07 13:29:58+00:00
2746,يعد نموذج #بدر الهدى خان بأبعادة الثمانية دليلا لآلية التحول نحو إنجاح بيئة #التعلم_الإلكتروني وللتحلل من عقليتنا القائمة على نظام التعلم المغلق.  URL URL,Digital Transformation,Favor,No,Positive,2020-10-22 07:45:20+00:00
2747, هم لا يخافون بل يرتعبون. فكره تمكين المرأه وفي المجتمع تقضى على الشكل الهرمي الذى يعتمد عليه الطواغيت كوسيله من وسائل السيطره على المجتمع.,Women empowerment,Favor,No,Negative,2021-04-09 02:08:20+00:00
2748,أفضل تعريف واضح و مختصر للتحول الرقمي هو تطوير المنشأة (شركة او مؤسسة) من خلال استخدام التقنيات الرقمية لتحسين الأداء. إن الهدف هو تحسين الاداء بكل جوانبه  أما التحول الرقمي في حد ذاته فهو ليس الغاية بل الوسيلة لتحسين الاداء و هو الهدف الحقيقي لأي منشأة.,Digital Transformation,Favor,No,Positive,2019-09-09 19:59:53+00:00
2749,  موقع لايرتقي للمأمول ولايواكب التحول الالكتروني للمملكة .. معاملتنا متعطلة بسبب سوء التقنية فيه ولا يوجد تجاوب من المسؤولين فقط انتظر .. نتمنى اعادتنا إلى بلدي أمانة الرياض,Digital Transformation,Against,No,Positive,2020-02-20 11:26:42+00:00
2750,اننا في عصر التحول الرقمي.. فكر بالتقنية لانها مستقبل التجارة العالمية.. من لا يملك فكر رقمي تقني في تجارته فسوف تنتهي تجارته قريباً..,Digital Transformation,Favor,No,Positive,2018-10-03 18:19:33+00:00
2751,MENTION شنو المشكلة ان يكون في جرعة ثالثة  احنا ماعندنا تحفظ على التطعيم عشان جذي نتقبل فكرة جرعة تنشيطية  الناس اللي رافضة الجرعة الثالثة اساسا عندها مشكلة بالتطعيم. ومن بداي الازمة وموضوع الجرعات التنشيطية كان مطروح. لو كان في التزام وتوسع بالتطعيم من البداية جان ما احتجنا جرعة اضافية,Covid Vaccine,Favor,No,Neutral,2021-08-13 16:34:18+00:00
2752, لما صار التحول الي الالي قلنا ما عليه تجربه جديده ومع الوقت الناس بتتعود وهذا الكلام قبل “الالفيه” مع ان الي اليوم لم نستغني عن الورق ولما تراجع لازم تصور ورق. التحويل الي الالكتروني زاد الطين بله بان يطلب منك تحويل الورق الي ملف بي دي اف و,Digital Transformation,Against,No,Positive,2021-07-27 06:43:39+00:00
2753, في ظل التحول الرقمي المذهل اجزم بأن النشئ الجديد قادم بنهم ع التعلم الرقمي . فلا فرق بين الحضور الحسي الجسدي في المدرسة او الجامعة وبين الحضور بالتواصل التقني السريع,Digital Transformation,Favor,No,Negative,2020-08-08 17:19:53+00:00
2754, اتفق معك كلياً. الحكومة فعلاً بدأت بقرارات شجاعة ولعل الهيئة، قيادة المرأة، تمكين المرأة، واخيراً المناهج لها وقعها الشديد على الرجعيين الا  أيضاً حذرة من ردات الفعل فيما لو اصدرت قرارات سريعة وحاسمة بوقت قصير,Women empowerment,Favor,No,Positive,2021-02-09 15:39:48+00:00
2755,   يا حبكم للدراما .... 🙄 الحمدلله من قبل و من بعد على تمكين المرأه  وهذا فخر لنا  كثير من القضايا الي تخص المرأه تخجل من ذكرها مع رجل قاضي!؟ المرأه اقرب للمرأه و افهم و احشم و استر   ما اكرمهن إلا كريم  عزّ يامال العزّ ,Women empowerment,Favor,No,Positive,2021-01-15 17:36:13+00:00
2756,ليشهد التاريخ بدور تمكين المرأة #السعودية منذ التأسيس فهكذا نحن بهمتنا وهكذا سنبقى بطموحنا دون الوطن  انتهى ✅ URL,Women empowerment,Favor,No,Positive,2022-02-27 18:11:21+00:00
2757, انا مايحوم كبدي الا تمكين المرأة و واول سعوديه  والنسويه بصفه عامه 🌚🤝,Women empowerment,Favor,No,Negative,2021-03-08 18:00:58+00:00
2758, للاسف الاسر تتفكك من الآن بسبب فرض مفاهيم تمكين المرأة التي جعلتها  تتمرد على رسالتها في الحياة.,Women empowerment,Against,No,Negative,2021-02-12 12:26:41+00:00
2759,في #اليوم_العالمي_للمرأه نجدّد الفخر بكل ما حققته المرأة السعودية من نجاح وتطور في المجالات التقنية والإدارية، كما نعتز بما نراهُ من آثار إيجابية لتفعيل برامج تمكين المرأة التي دعت لها #رؤية_السعودية_2030,Women empowerment,Favor,No,Positive,2021-03-08 17:23:58+00:00
2760, هذا التحول الالكتروني وماجلب من قلقل وتعطل.اما تحول بجد وتقنيه جبارة واما نبقى على النظام التقليدي,Digital Transformation,Against,Yes,Negative,2021-12-05 08:01:26+00:00
2761, للأسف لي تجارب مشابهة مع الخدمات الاكترونية بدائرة الضريبة وادارة العمل .. والنتيجة ان التحول الالكتروني ظاهري فقط بالية استلام الطلب وكانت النتيجة ان المعاملات لم تنجز الا بعد الحضور شخصيا ..,Digital Transformation,Against,No,Negative,2020-02-24 14:17:49+00:00
2762,يعني سبحان الله بس يعني مستحيل صدفة انو بريطانيا من اول الدول اللي بدأت تطعيم لقاح فيروس الكورونا قبل اسبوعين تقريبا لشعبها و طلع عندهم كورونا متطورة كوفيد ٢٠.  لا انا مستحيل آخذ لقاح الكورونا ده لو شنو. لمن ٧ مليار زول ياخذه و اتاكد من انو مافي شي انا حكون رقم ٧ مليار و واحد,Covid Vaccine,Against,No,Neutral,2020-12-21 16:30:00+00:00
